spotify_track_uri,title,artist,album,listened,skipped,ms_played,incognito_mode,offline,reason_start_trackerror,reason_start_switched-to-audio,reason_start_appload,reason_start_fwdbtn,reason_start_remote,reason_start_clickrow,reason_start_backbtn,reason_start_playbtn,reason_start_trackdone,reason_end_unexpected-exit-while-paused,reason_end_logout,reason_end_trackerror,reason_end_unknown,reason_end_endplay,reason_end_fwdbtn,reason_end_remote,reason_end_unexpected-exit,reason_end_backbtn,reason_end_trackdone
spotify:track:2nKUtJ6G05qVViRaXkXWQZ,DOPPIOGANG - prod. tha Supreme,MACHETE,MACHETE MIXTAPE 4,1,0,83652,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
spotify:track:6dIOXIxiSLC7yc5sbYFUBZ,Chances (feat. Brielle Von Hugel),Mesto,Chances (feat. Brielle Von Hugel),1,1,3190,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:2nDu67ACo2uRWpxA8jslBc,Be Here,Duke Dumont,"For Club Play Only, Pt. 4",1,1,1810,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:2mlGPkAx4kwF8Df0GlScsC,Buttercup,Jack Stauber,Pop Food,1,1,3210,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:2m7QTaFkY4n1EEqZyVvAPe,Make Me Feel - EDX Dubai Skyline Remix,Janelle Monáe,Make Me Feel,1,1,7940,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:2m2ckMc8CrRHzmUtGeGk8I,Baciami Ancora,Jovanotti,Backup 1987-2012,1,0,278160,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
spotify:track:6bzuCE27mlZKc9xXljntD6,Love The Way You Lie (feat. Rihanna),Eminem,Curtain Call 2,1,1,995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:2luTCiWtvUxVkMrqNKNxNF,Lady (Hear Me Tonight) - Modjo's Dyrt Remix,Modjo,Modjo Remixes,1,1,17128,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:6bN41HjY008ggroMFxNLaa,Calcolatrici,Sfera Ebbasta,X2VR,1,1,107,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:6bK9BH9Ts8Gj5JFvnQkzak,Get Busy,Sean Paul,Dutty Rock,1,0,211666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
spotify:track:6aV7Bwv6WKxTIBxCpZmVBz,PASSIONE,Fred De Palma,PASSIONE,1,1,5350,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:6aBUnkXuCEQQHAlTokv9or,This Must Be the Place (Naive Melody) - 2005 Remaster,Talking Heads,Speaking in Tongues,1,1,15940,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
spotify:track:6a9Z1jUms915w4O7N1PxjY,Santa,Rvssian,Santa,1,1,760,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:2lEuz5U4338FPZ3kh1hThb,Feelin' It,JAY-Z,Reasonable Doubt,1,1,9140,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:2lD6AoA8qf2t4Dkf2TcmNK,Rigamortus,Kendrick Lamar,Section.80,1,1,3760,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:2qCKVLeanphs1pxxvH3XNR,Missing (feat. Mingue),EDX,Missing (feat. Mingue),1,1,5270,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:6hJp6uo0z0Stoxo2wVv6P3,Berzerk - Instrumental,Eminem,The Marshall Mathers LP2,1,1,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:1i3z3GR1JtLswOSJNO0BQw,"You Can't Stop The Girl (From Disney's ""Maleficent: Mistress of Evil"")",Bebe Rexha,"You Can't Stop The Girl (From Disney's ""Maleficent: Mistress of Evil"")",1,1,4982,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:1i0oabK4KhsbIJr029XStL,Alé (feat. Capo Plaza),Rhove,Popolari,1,1,800,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:6h5PAsRni4IRlxWr6uDPTP,More Than You Know,Axwell /\ Ingrosso,More Than You Know,1,1,1910,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:1huvTbEYtgltjQRXzrNKGi,Don't,Ed Sheeran,x,1,0,219840,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
spotify:track:6glsMWIMIxQ4BedzLqGVi4,"So Fresh, So Clean",Outkast,Stankonia,1,1,6230,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:1hu2s7qkm5bo03eODpRQO3,Wanna Be Startin' Somethin',Michael Jackson,Thriller,1,0,10346,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
spotify:track:6fwdbPMwP1zVStm8FybmkO,X (feat. Future),21 Savage,Savage Mode,1,1,3269,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:6f49kbOuQSOsStBpyGvQfA,A Head Full of Dreams,Coldplay,A Head Full of Dreams,1,1,34773,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
spotify:track:6eypw7fGYBtYxD3dCE2pld,Do It Again,The Chemical Brothers,We Are The Night,1,1,18390,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
spotify:track:6ewNVQqN4Heqy3v3bytuiu,I Got Love (feat. Nate Dogg),Don Diablo,I Got Love (feat. Nate Dogg),1,1,2600,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:6etVFDSbFabj0tPY10MAXR,Wombass,Tiësto,Wombass,1,1,3780,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:6eCIYNIasTRya5UYBWjxSE,Su Di Te,Simone Panetti,Su Di Te,1,1,4570,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:6lrDckuosGpwEHtm1hHBcf,November Has Come,Gorillaz,Demon Days,1,1,29751,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
spotify:track:6lOyqdJApD2K1o82eNCxbJ,Contact,Foreign Beggars,United Colours of Beggattron,1,1,23080,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:6lKIgwNjioNQ8ZNB8CQv0W,Be With You,Thomas Newson,Be With You,1,1,3440,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:6lK2xptPzLPmvpE29U4mDH,Sarà perché ti amo,Ricchi E Poveri,...E Penso A Te,1,1,3872,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:6l75Og7UcnKVqM14tGhjD6,Not Afraid,Eminem,Recovery,1,1,382,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:6kh17zXl4MM4AzSeJP02hB,Same Old Story,Skepta,Ignorance is Bliss,1,1,1710,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:6kex4EBAj0WHXDKZMEJaaF,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),1,0,216408,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
spotify:track:6k2900NjJeVqZM55G3Danu,Bum Bum Tam Tam,MC Fioti,Bum Bum Tam Tam,1,1,1590,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:1hRv3AxmkmVrSQf0Ak9v7p,In My Dreams (Cudder Anthem),Kid Cudi,Man On The Moon: The End Of Day,1,1,76610,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:6jreFSOTUAViWjKyzOC4Kg,REMEDY,Alesso,REMEDY,1,1,6490,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:6jin465re80co3DeK8hsns,Remember The Name (feat. Eminem & 50 Cent),Ed Sheeran,Remember The Name (feat. Eminem & 50 Cent),1,1,1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:6jReB7746zm66rQtNETHuT,Groundhog Day,Eminem,The Marshall Mathers LP2,1,1,105175,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:6j8gTlbhj9KJSeypNcNAS9,Street Lights,Kanye West,808s & Heartbreak,1,0,14074,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
spotify:track:6igJzslHAWnb4IpJiltPCq,Survival - Instrumental,Eminem,The Marshall Mathers LP2,1,1,604,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:6iW38RGqdDGOofmz2HeXLW,Piece Of Your Heart - Alok Remix,MEDUZA,Piece Of Your Heart,1,1,4020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:6i6cWTCYBOKEdJnWjzm2yk,Hood Gone Love It (feat. Kendrick Lamar),Jay Rock,Follow Me Home,1,1,1136,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:1gZPjMzCaSJquVHc4fU7Hz,Suicidal Thoughts,Rodiel,Suicidal Thoughts,1,1,25635,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:0KM2y796j63t5RHhvRUxld,"Relax, Take It Easy",MIKA,Life In Cartoon Motion,1,1,5322,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:0JiVRyTJcJnmlwCZ854K4p,Alone,Alan Walker,Alone,1,1,5580,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:0JarHeck5c9TbguVahtmr5,Temporary,Eminem,The Death of Slim Shady (Coup De Grâce): Expanded Mourner’s Edition,1,1,951,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:0JAuefEn9V3NCNKb31IF0O,Sing It Back,Moloko,I Am Not a Doctor,1,1,11194,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:1gRQxbfL4ULWyTosgXSbWT,You Little Beauty,FISHER,You Little Beauty,1,1,2840,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:0J07ya7WC09FaQADutoBRZ,Love Tonight (Robin Schulz Remix),Shouse,Love Tonight (Robin Schulz Remix),1,1,3870,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:1gGVV2i0KUBHEldMr6QG8q,Forgotten,Lorne Balfe,13 Hours: The Secret Soldiers of Benghazi (Music from the Motion Picture),1,1,8906,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:0IVAlb0cFCH1cQ974iR1TU,Ms. Fat Booty,Mos Def,Black On Both Sides,1,1,7080,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:0INUNNYfsp4qr6kJdY46mY,Travelin' Band,Creedence Clearwater Revival,Cosmo's Factory,1,1,11770,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
spotify:track:0I0b7uTFfHhBz5bMkSDouF,LA DOLCE VITA,Fedez,LA DOLCE VITA,1,1,3307,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:1ff8lsrJ2kuZuofMw81EQo,Save a Prayer - 2009 Remaster,Duran Duran,Rio,1,1,1600,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:6mICuAdrwEjh6Y6lroV2Kg,Chantaje (feat. Maluma),Shakira,El Dorado,1,0,195840,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
spotify:track:2tBJjWPeVthyObVtca2ZeY,Giulia,Pinguini Tattici Nucleari,AHIA!,1,1,8690,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:2t8UoPFVXCRZulscbwv0QL,We Will Rock You - Movie Mix,Queen,Bohemian Rhapsody,1,1,96623,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
spotify:track:2sXMYMpvGVJJBIwrzNf0Lr,Streiht Up Menace,Compton's Most Wanted,When We Wuz Bangin,1,1,1341,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:6phmKeRhJUsiSBJgMkgjg8,Alwayz Into Somethin',N.W.A.,Efil4zaggin,1,1,2840,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:2sTjfPFi1UthRs8qwaqMwB,Cinderella Man,Eminem,Recovery,1,1,322,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:2sLwPnIP3CUVmIuHranJZU,Wiggle (feat. Snoop Dogg),Jason Derulo,Talk Dirty,1,0,193295,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
spotify:track:2sCkQ5AoGNKy0urYd2E3BT,RICCHI E MORTI,Salmo,Playlist,1,1,6766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
spotify:track:2rMhztfOqEt00j47vpCfKl,SESSO E SAMBA (feat. Gaia),Tony Effe,SESSO E SAMBA (feat. Gaia),1,1,6857,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:2qjDNbgLzfBpCvDwfw11Qg,Sing Hallelujah!,Dr. Alban,One Love,1,1,8345,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:2qVroroHcnJprF5rmgzj5Z,Empire (Made Of Gold) [feat. Donny Anderson],Humain,Empire (Made Of Gold) [feat. Donny Anderson],1,1,24960,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:2qPUnoasNe4Ep43emVXEig,Billionaire (feat. Bruno Mars),Travie McCoy,Lazarus,1,0,211160,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
spotify:track:6o0gJtOgimGamRBTS80H5g,PICK UP THE PHONE (feat. Nate Dogg),PAWSA,PICK UP THE PHONE (feat. Nate Dogg),1,1,5194,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:6npBv8PhiZH8l6g4YPclhh,So Far...,Eminem,The Marshall Mathers LP2,1,1,42294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:6ngx6PjG5Gy2y1WJl3epZQ,Reach For The Dead,Boards of Canada,Tomorrow's Harvest,1,1,6863,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:2wpSLqGcN5KXVeAGdAnQd0,Sant'allegria - Jack Sani Remix,Ornella Vanoni,Sant'allegria,1,1,8970,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:6nTiIhLmQ3FWhvrGafw2zj,American Idiot,Green Day,American Idiot,1,1,10971,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:6me7F0aaZjwDo6RJ5MrfBD,Evergreen,Richy Mitch & The Coal Miners,RMCM,1,1,13293,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
spotify:track:6maTPqynTmrkWIralgGaoP,If We Ever Broke Up,Mae Stephens,If We Ever Broke Up,1,1,2070,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:2wnsBaxrmkthIFAm6vqCuX,So Lonely,The Police,Outlandos D'Amour - Remastered 2003,1,1,2810,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:2wWoQSkztkPRfOVja8KKse,Desperation,Eminem,The Marshall Mathers LP2,1,1,1447,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:2wFlrdEmnKjCUuviwwbeIQ,What A Feeling - Radio Edit,Alex Gaudino,Doctor Love,1,1,1430,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:2w66gxRgO7ViVaerp870nF,Estate,Will,Manchester,1,1,11558,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:6sHsXIJoEN5JpdkGMQDJxt,The Boy Is Mine,Brandy,Never Say Never,1,1,23290,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
spotify:track:2w5lNPWb8vsCYiwPPGxL4W,Trinity: titoli,Franco Micalizzi,Lo chiamavano Trinità... (Original Motion Picture Soundtrack),1,1,1164,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:6s8nHXTJVqFjXE4yVZPDHR,Troublemaker (feat. Flo Rida),Olly Murs,Right Place Right Time - Expanded Edition,1,1,4000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:6s4kWgzQwsueo3mfllY1s6,Dead Wrong (feat. Eminem) - 2005 Remaster,The Notorious B.I.G.,Born Again,1,1,1100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:2vs5byLcEKsGxKIDa3WaMG,"World, Hold On - Radio Edit 2",Bob Sinclar,"World, Hold On (Children Of The Sky)",1,0,214573,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
spotify:track:6s2vYgLML3ClOtlJhYyYKR,Hit 'Em Up Style (Oops!),ESSEL,Hit 'Em Up Style (Oops!),1,1,18120,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:2vAzyP21f777MdZNcyt6yt,L'amore eternit (feat. Noemi),Fedez,Pop-hoolista,1,0,258880,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
spotify:track:6rvsIniNCo4hDJSE63hR1w,Premonition - Intro,Eminem,Music To Be Murdered By - Side B,1,1,77897,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
spotify:track:2vAyFmd5LfkSCIHA8uuya1,POLKA 3,Rosa Chemical,POLKA 3,1,0,160645,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
spotify:track:2uwnP6tZVVmTovzX5ELooy,Power Trip (feat. Miguel),J. Cole,Born Sinner,1,1,6648,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:2unqiEdHtabnsbv6TJ7gCW,Lose Control,MEDUZA,MEDUZA,1,1,11200,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:2uZVfvOK7MTjBTRICYmpso,Birds (feat. Elisa),Imagine Dragons,Birds,1,0,219434,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
spotify:track:6pxWv6GV35VGmcPf5dh6CH,Proud Mary,Creedence Clearwater Revival,Bayou Country,1,1,14800,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
spotify:track:6wVWJl64yoTzU27EI8ep20,Crying Lightning,Arctic Monkeys,Humbug,1,1,4680,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:6wNUBZNWFxdUGof6vkaykE,One For The Road,Arctic Monkeys,AM,1,1,6420,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:6vra7BbbjVoFJeJk11Dxpm,Untitled,Eminem,Recovery,1,0,194440,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
spotify:track:6vPJvkEuWZPcv58NnQ3dBR,Sweet Escape,Alesso,Forever,1,1,3080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:2uMbCJ8lxF7hqpQUaeo42D,Do It Right,Martin Solveig,Do It Right,1,1,1710,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:6v3KW9xbzN5yKLt9YKDYA2,Señorita,Shawn Mendes,Shawn Mendes,1,1,830,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:6uqeN1m6DXG0yOQ4WMNndB,Nulla Accade,Marracash,Santeria,1,1,5254,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:6uUpssCxQaQWrlx869314b,"Street Advisor (feat. Noyz Narcos, Marracash & Capo Plaza)",Night Skinny,Mattoni,1,1,4760,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:6uTPdRrEDeH8Fyg5L5qmeU,Never Lose Me,Flo Milli,Never Lose Me,1,1,2232,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:6uN0PQk9GLI4ze5Vr9hOX3,CARRARA (feat. Simba La Rue),Tony Effe,ICON,1,1,3831,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:6uBhi9gBXWjanegOb2Phh0,Stay,Zedd,Stay,1,1,3120,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:2tpj93xPguptg254LXF38V,Lies - Merk & Kremont remix,Addal,Lies,1,1,1800,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:6taEl81TyyzSezfsAla9o5,Money Ain't A Thang,JAY-Z,Vol.2... Hard Knock Life,1,1,17690,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:2y4ZR0BUAVePljHSsZyIgj,PAID,¥$,VULTURES 1,1,1,150,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:6tNgRQ0K2NYZ0Rb9l9DzL8,obsessed,Olivia Rodrigo,GUTS (spilled),1,1,12376,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:6tDxrq4FxEL2q15y37tXT9,Dear Mama,2Pac,Me Against The World,1,1,4390,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:6xRWoYwfwIKnT8bQGzKbxR,God Is,Kanye West,JESUS IS KING,1,1,1852,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:1fa7bRXO9pZI8kkLZVZywf,Don't Front,Eminem,The Marshall Mathers LP2,1,1,937,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:0HPD5WQqrq7wPWR7P7Dw1i,TiK ToK,Kesha,Animal (Expanded Edition),1,0,199693,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
spotify:track:0HJd4ynGL3mn0p2o6WE9DI,Loneliness,Calcutta ,RELAX,1,1,16580,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
spotify:track:0H7LRye21kQjDfHVqnGoiM,Carmen Suite No. 2: 2. Habanera,Georges Bizet,Bizet: Carmen Suites; L'Arlésienne Suites,1,1,12597,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:1f2HVTtVTRuA2k4IcledYy,What's Next - Instrumental,Warren G,Regulate… G Funk Era,1,1,2443,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:0Gfe0uC41xaBjxWoGrxeHT,Same Song & Dance,Eminem,Relapse [Deluxe],1,1,112,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:1eaqMiiUn2P7MnqJK4XeK0,TALKING,¥$,VULTURES 1,1,1,946,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:0GRzZ2o5LtYDEOUNjbzTUa,Those Kinda Nights (feat. Ed Sheeran),Eminem,Music To Be Murdered By - Side B,1,1,265,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:0GQQzmMNA7JE4tOdcSFh1C,Lolo - Intro,Dr. Dre,2001,1,0,19305,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
spotify:track:1eLU27PPFxBhbp1CBjPh9J,"1Train (feat. Kendrick Lamar, Joey Bada$$, Yelawolf, Danny Brown, Action Bronson & Big K.R.I.T.)",A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),1,1,5597,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:0G3fbPbE1vGeABDEZF0jeG,Good Times,CHIC,Risqué,1,1,3070,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:1eLSF6HfrRA0AsNmTkUlKx,"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,Black Panther The Album Music From And Inspired By,1,1,1580,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:6xKVnA3xFRKj0LJywmIrqB,Who You Are,Mihail,Who You Are,1,1,4140,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:6wyTrrGdLHaW0ED36BXND2,Werdz From The Ghetto Child,Gang Starr,The Ownerz,1,1,765,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:6wrujrWK30hnVbpOJYbnQt,No Love,Eminem,Recovery,1,1,962,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:71d1KcqByBe8cl0NhFUKVU,Ronald Reagan Era,Kendrick Lamar,Section.80,1,1,24190,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
spotify:track:71SmBQv9oyzbELEh5DbuOX,Shake Ya Tailfeather (feat. Nelly & Murphy Lee),Diddy,Bad Boys II,1,1,2300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:7102UhVPxGoYGNE2w3duPh,Turn up the Speakers - Radio Edit,AFROJACK,Turn Up The Speakers,1,1,910,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:70kdJnm1X6eEM8DbWa8Mnc,YOU'RE THE ONE,KAYTRANADA,99.9%,1,1,1450,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:70eFcWOvlMObDhURTqT4Fv,Beautiful People (feat. Khalid),Ed Sheeran,No.6 Collaborations Project,1,1,1730,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
